Sentence	Characters	Bytes
委员会注意到，2007/08年度拟议预算包括与开发署合作进行前战斗人员重返社会和复原方面的进一步活动（见A/61/783，构成部分2，第2.3节）。	74	184
(a) 通过清洁发展机制或共同执行，支助东道国的能力和体制建设，以为工业部门环境项目的技术转让和碳融资投资提供便利，并最大限度地扩大这种机会；	70	204
所以 谢谢你的帮忙 但我不需要	13	39
8. 敦促会员国继续共同努力，以期调整、增强和更进一步促进中美洲一体化进程，并呼吁国际社会继续支持这个进程，以推动该区域的可持续发展；	66	194
2010年7月1日星期四上午10时在纽约总部举行	24	56
* 促进区域及国际合作以改善水的管理，并通过建立信任和信心以预防冲突	33	97
胃溃疡就像是 体内的防盗警铃一样	15	45
-轮到你了	5	13
此外，同样不清楚的是，为何只提到金融投资，因为其他形式的投资也会对土著民族的利益产生类似的影响。	48	144
今天是我生日，我所有朋友都要来！	16	48
有个明显的证据显示 德国法院从未相信过 应该对他宣判有罪	26	78
5. 国防部 - 空军有形财产简表 50	16	38
为此，国内已经设立了众多联邦委员会 ，召开全国-省级会议来集中探讨大家共同关心的问题，而在这方面所面临的一项挑战就是要进一步深化合作，以谋求更大的利益并就政策问题达成一致意见。	87	259
你喜欢这里吗？	7	21
而且杂志？	5	15
考虑你们备受瞩目的现状	11	33
行政当局最近将所需超级用户数量改为50个。	21	59
从现在开始 你自己去买巧克力坚果	15	45
第9次会议	5	13
在国际、区域和国家各级全面贯彻针对化学品管理的人权方针，将确保向个人和社区通报其日常生活中有害化学品造成的风险，并授予他们参与决策进程的权力。	71	213
规定排在一天内的项目可以展期是一个良好做法，应予以遵守。	28	84
他自称"钢铁神雕"	9	23
26. 管理部同意对《采购手册》进行订正，以消除任何不一致之处，也同意改进采购流程的文件资料整理工作。	50	144
危险边缘	4	12
他们事前也没说那会有警察	12	36
126. 作为向决策者提供的一项深度信息工具，妇女署编制了一份政策和法律内容清单，用以根据《劳工组织第189号公约》，制订新的立法和政策来保护和支持移徙家庭工人。	80	226
我们都听到了你尿尿的声音。 ” (笑) 这件事情一直都让我觉得很难为情直到我想到, 还好他们没有听到其他东西	50	144
根据缔约方大会第SC-4/20号决定，委员会成员将在星期一上午9时举行非公开会议，以审查与利益冲突相关的问题。	55	149
日落前离开这里	7	21
93. 主席说，由于项目的性质，秘书长已要求将其分配给第五委员会。	32	90
还有,我觉得我出汗不够多	12	34
- 带我回家	5	13
除美国外，联合国所有成员已接受长期确定的援助国官方发展援助标准额：国民生产总值0.7％。	44	126
1. 应经济及社会理事会2007年3月15日第2007/212号决定的要求，发展政策委员会审查了萨摩亚于2007年3月21日在委员会的发言中所提出的各项问题。	78	186
因此，这些移徙者需要加入私人养恤金计划，或持续加入原籍国的社会保障制度。	36	108
安托瓦内特，不谈论国家在午餐事宜。	17	51
女童和女青年以及穷人和劣势群体受到的影响最严重。	24	72
这个方案的一个有关目标是预防犯罪，特别是减少伤害生命的罪行。	30	90
35. 参见下列单亲家长比例表。	15	39
这是你的记忆	6	18
快走 千万别错过	7	21
25. 实施在柬埔寨王国首相洪森亲王英明倡议下引入的针对土地部门的 " 旧政策、新行动 " 的历史运动已经启动，其目的是落实测量方案，以便将已经宣布的640,000块土地和已经测量的680,000块土地(约等于110万公顷)中的380,000多项土地业权分配给公民。	128	322
你得小心一点 不能让眼珠子掉出来或扭断脚踝	20	60
244. 农村妇女对家庭和社会作出巨大贡献。	21	55
青年党的行动已造成数百名平民伤亡，其中包括妇女儿童以及外国人。	31	93
发展中国家经济基础薄弱，竞争能力较弱，这意味着在短期和中期内它们可能难以从自由化得到好处，实际上它们是在冒进一步边际化的风险。	63	189
空气太稀薄 不适合使用旋翼	12	36
寡人分明说了 废黜世子一事不得再提！	17	51
不可否认的是，我们都珍惜和平、发展、人权和对我们环境的保护。	30	90
生育率下降在很大程度上是由于人们想要小家庭，再加上避孕方法的普及。	33	99
对于其他国家办事处，发表非无保留意见的原因主要是缺少证明文件，或者综合交付情况报告中报告的支出与项目记录中的支出存在差异。	61	183
我还另有安排 亲爱的	9	27
36. Davide先生（菲律宾）说，过去近五十年菲律宾一直积极与联合国维持和平行动合作，并为本国成为三大警察派遣国之一而感到特别自豪。	67	183
很高兴看到他们这么开心	11	33
请非政府组织和其他利益攸关方参与国家信息通报的编制和审查	28	84
等那个家伙捅娄子的时候 大家自然会想到让你来救场	23	69
啤酒好了	4	12
4. 《议定书》/《公约》缔约方会议第9/CMP.2号决定请求并授权执行秘书采取如下若干行动，以尽量减少针对在《京都议定书》之下各组成机构任职的个人的法律行动风险：	81	223
巴基斯坦鼓励批准《残疾人权利公约》。	18	54
67. 阿鲁巴的基本人权(包括公民权利和政治权利)的主要参考范围是宪法，其中第一章以及在某种程度上还有其他章节(例如关于充分就业的第五.22条和关于提供充分生活设施的第五.23条)体现了最重要的基本人权。	101	277
2005年审议小组工作的同时，还将召开审查《千年宣言》高级会议，评估 " 千年发展目标 " 的落实情况。	48	132
强调在任何情况下均应遵守司法系统的公正廉明，	22	66
我们很荣幸能参与其中	10	30
在卫生和人口部之下设立了预防子宫下垂和管理委员会(资料来源：SFNFN, 2008年)。	43	105
爸也来一下再走吧	8	24
我是根据我作为副巡官的职责 以及按照洛杉矶警局的政策及程序 做出行动的	33	99
荷兰代表团尽管对约旦代表团提出的不同意见表示理解，但并不认为这一不同意见是决定性的。	42	126
69. 牙买加欣慰地注意到，缔约国重视保护弱势群体的人权。	28	78
下列条款确保男女在家庭、政治、社会和政治生活中权利平等以及受教育、就业、晋升、同工同酬、社会保险、担任公职和接受公共荣誉和勋章等方面权利平等。	71	213
这表明能力建设方法必须从诸如讲习班或会议等等孤立的活动改变为全面持久地在最广泛的系统和国家层面提高能力的协调一致的方案。	60	180
298. 国际人道主义法禁止虐待被关押的敌方战斗员，特别是伤害生命和人身暴力，包括各种谋杀(见《日内瓦四公约》共同第三条第(1)款(a)项)。	70	186
委员会随后强调尽早提供关于这些会议的书面报告的重要性(见委员会第2005/2号决定)，并要求主席团按需要的次数举行会议，以便为委员会年度会议进行筹备工作(见委员会第2006/1号决议)。	93	247
确实是有其父必有其子	10	30
(d) 应做出适当的安全安排，但不应限制上述行动和询问；	27	75
人权委员会第五十九届会议在第2003/9号决议中，请联合国教育、科学及文化组织、世界卫生组织、人权事务高级专员办事处以及联合国其他有关机构和各专门机构就各自在主管的领域开展的活动向秘书长提出报告，确保《世界人类基因组与人权宣言》所规定的原则得到考虑。	125	363
2.7 尽管有上述判决，但是San Martín医院和受害者家人仍然遭到各方面反对手术的压力，而医院也以怀孕时间过长为由(20至22周)拒绝手术。	71	178
是哪个臭小子干的？	9	27
新的《权利宪章》将会保护妇女免受公共领域和私人领域的歧视，因为该《宪章》不仅适用于国家针对公民的行为，同时也适用于个人之间的行为。	65	195
他看起来好像连呼吸都没有了	13	39
当你带我来这儿的时候 有没有想过这会发生？	20	60
赫博 崇拜自己工作的工人 注定要在工作中死去	20	60
一旦点完钱	5	15
这一提法源于《维也纳公约》第二十条第五款关于接受保留的非明言推定。 在审查接受程序时将详细审查这一推定（见上文第57段）。	60	176
我们回来再付钱给你。	10	30
苏丹代表团注意到了人权委员会秘书处给予的保证并对其作出的答复表示满意。	35	105
明吉是前科犯 这一点我早就知道	14	42
-他还想在这儿抽烟	9	25
-她是管家婆  -唉唷 走啦	11	29
" 谨通知你，我已提醒安全理事会成员注意你2011年6月13日关于拟任命挪威的茜尔德·弗拉菲尤·约翰逊女士为你的南苏丹问题特别代表兼新的南苏丹特派团团长的信， 他们已注意到你在信中表明的意向。 "	95	265
我们人数越多 存活的可能性就越大	15	45
我是白筹码之王	7	21
过去十年来，在公司战略中环境发挥的作用虽有扩展，但目前的年度报告显然未能阐明环境问题对报导实体的意义，也未充分地阐明,公司管理层如何设法将环境战略融入公司的总体战略。	83	247
深为关注据报这种报复的严重程度继续加剧，受害者最基本的人权受到了侵犯，其中包括生命权、自由和人身安全，以及免于酷刑和残忍、不人道或有辱人格待遇的权利，	75	225
侵犯人权包括主要是针对女孩和男孩的性暴力；许多情况由于人们害怕报复或不信任司法制度而没有被举报。	48	144
关于斯威士兰方案，她赞同必须采取基于社区的办法。	24	72
-茱莉 你还有课要上	9	25
他凭什么管我那么多？	10	30
亚洲已灭亡语言	7	21
